=== Graph Execution Profile ===
Operation      Time (ms)   Output Shape        Backend
TRANSPOSE      1.026       [1,128,40,40]        values=[0.7006,-0.795,-0.761,-0.661,-0.749,...]
SIGMOID        0.143       [1,128,40,40]        values=[0.6684,0.3107,0.3183,0.3405,0.3210,...]
MULTIPLY       0.159       [1,128,40,40]        values=[0.4682,-0.247,-0.242,-0.225,-0.240,...]
IM2COL         1.232       [1,400,1152]         values=[0.0000,0.0000,0.0000,0.0000,0.4682,...]
RESHAPE        0.081       [128,1152]           values=[0.0037,-0.039,0.0124,-0.052,-0.081,...]
MATMUL_ND      2.820       [1,400,128]          values=[-0.780,0.2878,0.3698,-0.410,-0.811,...]
ADD            0.455       [1,400,128]          values=[-1.008,0.1988,0.0590,-0.747,-1.519,...]
RESHAPE        0.021       [1,20,20,128]        values=[-1.008,0.1988,0.0590,-0.747,-1.519,...]
TRANSPOSE      0.157       [1,128,20,20]        values=[-1.008,-0.380,0.6269,-0.291,-0.794,...]
IM2COL         4.502       [1,1600,1152]        values=[0.0000,0.0000,0.0000,0.0000,0.4682,...]
RESHAPE        0.061       [64,1152]            values=[0.0275,0.1130,-0.003,-0.038,-0.086,...]
MATMUL_ND      5.734       [1,1600,64]          values=[0.0770,-0.142,-1.037,2.1093,0.9277,...]
ADD            0.916       [1,1600,64]          values=[0.1718,0.0584,-0.828,2.1953,0.0444,...]
RESHAPE        0.021       [1,40,40,64]         values=[0.1718,0.0584,-0.828,2.1953,0.0444,...]
TRANSPOSE      0.279       [1,64,40,40]         values=[0.1718,-0.492,0.5532,0.6811,0.9160,...]
CONV2D         1.667       [1,128,40,40]        values=[0.8564,2.2128,1.9716,1.9550,1.9746,...]
SIGMOID        0.070       [1,128,20,20]        values=[0.2673,0.4060,0.6518,0.4277,0.3110,...]
SIGMOID        0.075       [1,64,40,40]         values=[0.5429,0.3791,0.6347,0.6640,0.7143,...]
SIGMOID        0.151       [1,128,40,40]        values=[0.7021,0.9013,0.8779,0.8759,0.8779,...]
MULTIPLY       0.037       [1,128,20,20]        values=[-0.269,-0.154,0.4086,-0.124,-0.247,...]
MULTIPLY       0.087       [1,64,40,40]         values=[0.0933,-0.186,0.3510,0.4523,0.6542,...]
MULTIPLY       0.144       [1,128,40,40]        values=[0.6015,1.9941,1.7314,1.7128,1.7333,...]
CONCAT         0.081       [1,384,20,20]        values=[-0.269,-0.154,0.4086,-0.124,-0.247,...] weights=[-0.191,-0.146,-0.156,-0.199,-0.207,...]
IM2COL         2.303       [1,1600,576]         values=[0.0000,0.0000,0.0000,0.0000,0.0933,...]
RESHAPE        0.021       [64,576]             values=[-0.005,0.0494,0.0336,0.0534,-0.028,...]
MATMUL_ND      3.120       [1,1600,64]          values=[-0.165,-2.707,-2.460,2.3945,0.1638,...]
ADD            0.914       [1,1600,64]          values=[-0.752,-0.492,-0.852,1.4804,1.8095,...]
RESHAPE        0.040       [1,40,40,64]         values=[-0.752,-0.492,-0.852,1.4804,1.8095,...]
TRANSPOSE      0.498       [1,64,40,40]         values=[-0.752,0.2021,-0.080,-0.267,-0.299,...]
IM2COL         1.002       [1,1600,128]         values=[0.6015,0.4509,1.0097,0.5102,0.3806,...]
RESHAPE        0.005       [80,128]             values=[0.0244,-0.112,0.0260,0.0223,0.0387,...]
MATMUL_ND      1.194       [1,1600,80]          values=[0.4030,0.2788,0.6171,0.1252,1.3671,...]
ADD            1.144       [1,1600,80]          values=[0.8007,1.0097,-2.185,-0.039,-0.996,...]
RESHAPE        0.086       [1,40,40,80]         values=[0.8007,1.0097,-2.185,-0.039,-0.996,...]
TRANSPOSE      0.635       [1,80,40,40]         values=[0.8007,0.6772,1.0156,0.9189,0.9853,...]
IM2COL         0.946       [1,400,384]          values=[-0.269,0.1092,0.0304,-0.240,-0.272,...]
RESHAPE        0.061       [256,384]            values=[0.0167,-0.033,0.0403,-0.190,0.0780,...]
MATMUL_ND      2.153       [1,400,256]          values=[0.9272,1.4384,-0.918,1.8437,0.3708,...]
ADD            0.905       [1,400,256]          values=[0.3500,0.2812,-0.536,0.1982,-1.092,...]
RESHAPE        0.027       [1,20,20,256]        values=[0.3500,0.2812,-0.536,0.1982,-1.092,...]
TRANSPOSE      0.521       [1,256,20,20]        values=[0.3500,-0.171,-0.344,-0.263,-0.302,...]
SIGMOID        0.119       [1,64,40,40]         values=[0.3200,0.5502,0.4799,0.4335,0.4257,...]
SIGMOID        0.143       [1,80,40,40]         values=[0.6899,0.6630,0.7338,0.7148,0.7280,...]
SIGMOID        0.115       [1,256,20,20]        values=[0.5864,0.4570,0.4145,0.4343,0.4250,...]
MULTIPLY       0.079       [1,64,40,40]         values=[-0.240,0.1112,-0.038,-0.115,-0.127,...]
MULTIPLY       0.114       [1,80,40,40]         values=[0.5527,0.4489,0.7451,0.6567,0.7172,...]
MULTIPLY       0.085       [1,256,20,20]        values=[0.2053,-0.078,-0.143,-0.114,-0.128,...]
IM2COL         0.508       [1,1600,64]          values=[-0.240,-0.186,-0.254,1.2060,1.5546,...]
RESHAPE        0.002       [64,64]              values=[0.0101,-0.275,-0.114,0.0018,0.0068,...]
MATMUL_ND      0.692       [1,1600,64]          values=[3.3808,3.1562,0.9404,-0.238,0.0697,...]
ADD            0.911       [1,1600,64]          values=[5.9023,5.6328,3.3203,2.0000,2.1582,...]
RESHAPE        0.050       [1,40,40,64]         values=[5.9023,5.6328,3.3203,2.0000,2.1582,...]
TRANSPOSE      0.514       [1,64,40,40]         values=[5.9023,3.1347,2.1738,0.7851,0.1328,...]
CONV2D         2.044       [1,80,40,40]         values=[1.2558,1.0322,1.0937,1.0078,1.0410,...]
SLICE          0.028       [1,128,20,20]        values=[0.2053,-0.078,-0.143,-0.114,-0.128,...]
SLICE          0.026       [1,128,20,20]        values=[0.1429,0.2215,-0.047,-0.189,-0.124,...]
SIGMOID        0.156       [1,80,40,40]         values=[0.7783,0.7373,0.7490,0.7324,0.7392,...]
IM2COL         0.298       [1,400,128]          values=[0.1429,-0.275,0.5522,1.1904,0.4943,...]
RESHAPE        0.003       [64,128]             values=[-0.032,-0.032,-0.001,0.0655,0.0487,...]
MATMUL_ND      0.241       [1,400,64]           values=[0.2023,-0.350,0.3989,0.2059,-0.479,...]
ADD            0.229       [1,400,64]           values=[0.0690,-0.840,-0.730,0.2597,-1.385,...]
RESHAPE        0.015       [1,20,20,64]         values=[0.0690,-0.840,-0.730,0.2597,-1.385,...]
TRANSPOSE      0.140       [1,64,20,20]         values=[0.0690,0.2607,0.2138,0.2026,0.1752,...]
IM2COL         0.263       [1,400,128]          values=[0.1429,-0.275,0.5522,1.1904,0.4943,...]
RESHAPE        0.003       [64,128]             values=[0.1185,0.0259,-0.107,0.3107,-0.059,...]
MATMUL_ND      0.240       [1,400,64]           values=[-1.405,-1.834,-0.346,-0.244,-1.249,...]
ADD            0.229       [1,400,64]           values=[-1.856,-2.230,-0.504,-0.341,-1.336,...]
RESHAPE        0.006       [1,20,20,64]         values=[-1.856,-2.230,-0.504,-0.341,-1.336,...]
TRANSPOSE      0.142       [1,64,20,20]         values=[-1.856,-1.770,-1.814,-1.961,-1.646,...]
MULTIPLY       0.125       [1,80,40,40]         values=[0.9775,0.7612,0.8193,0.7382,0.7695,...]
SIGMOID        0.043       [1,64,20,20]         values=[0.5170,0.5649,0.5532,0.5502,0.5439,...]
SIGMOID        0.036       [1,64,20,20]         values=[0.1351,0.1455,0.1401,0.1232,0.1616,...]
IM2COL         0.627       [1,1600,80]          values=[0.9775,0.7778,-0.041,0.4211,0.1490,...]
RESHAPE        0.003       [80,80]              values=[-0.610,0.2829,-0.725,-0.889,0.4567,...]
MATMUL_ND      0.935       [1,1600,80]          values=[-3.621,1.0849,-6.320,-8.406,-5.035,...]
ADD            1.148       [1,1600,80]          values=[-1.730,1.1835,1.2929,-0.171,-1.339,...]
RESHAPE        0.038       [1,40,40,80]         values=[-1.730,1.1835,1.2929,-0.171,-1.339,...]
TRANSPOSE      0.946       [1,80,40,40]         values=[-1.730,-2.140,-1.738,-1.365,-1.470,...]
MULTIPLY       0.031       [1,64,20,20]         values=[0.0357,0.1473,0.1182,0.1115,0.0953,...]
MULTIPLY       0.029       [1,64,20,20]         values=[-0.250,-0.257,-0.254,-0.241,-0.266,...]
SIGMOID        0.140       [1,80,40,40]         values=[0.1505,0.1052,0.1495,0.2033,0.1868,...]
IM2COL         0.592       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,0.0357,...]
RESHAPE        0.020       [64,576]             values=[0.3061,-0.103,-0.009,0.8784,0.3281,...]
MATMUL_ND      0.756       [1,400,64]           values=[-0.000,-0.524,0.4345,-0.310,0.6665,...]
ADD            0.229       [1,400,64]           values=[-1.765,-2.253,-0.377,-0.078,-0.870,...]
RESHAPE        0.008       [1,20,20,64]         values=[-1.765,-2.253,-0.377,-0.078,-0.870,...]
TRANSPOSE      0.136       [1,64,20,20]         values=[-1.765,0.0126,-0.448,-0.942,-0.837,...]
MULTIPLY       0.116       [1,80,40,40]         values=[-0.260,-0.225,-0.260,-0.277,-0.274,...]
SIGMOID        0.039       [1,64,20,20]         values=[0.1461,0.5029,0.3898,0.2802,0.3020,...]
IM2COL         0.631       [1,1600,80]          values=[-0.260,0.9062,1.0146,-0.078,-0.278,...]
RESHAPE        0.003       [80,80]              values=[0.0125,0.0158,0.0047,0.0181,-0.004,...]
MATMUL_ND      0.930       [1,1600,80]          values=[-6.363,-3.765,-4.390,-4.269,-2.941,...]
ADD            1.138       [1,1600,80]          values=[-12.68,-14.34,-13.44,-14.64,-13.75,...]
RESHAPE        0.054       [1,40,40,80]         values=[-12.68,-14.34,-13.44,-14.64,-13.75,...]
TRANSPOSE      0.980       [1,80,40,40]         values=[-12.68,-13.17,-13.62,-13.89,-13.54,...]
MULTIPLY       0.024       [1,64,20,20]         values=[-0.258,0.0063,-0.174,-0.264,-0.252,...]
CONCAT         0.107       [1,144,40,40]        values=[5.9023,3.1347,2.1738,0.7851,0.1328,...] weights=[-12.68,-13.17,-13.62,-13.89,-13.54,...]
IM2COL         0.578       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.258,...]
RESHAPE        0.022       [64,576]             values=[-0.035,0.0052,0.0205,0.0368,0.0235,...]
MATMUL_ND      0.755       [1,400,64]           values=[-0.241,0.4677,0.4499,-0.040,1.5058,...]
ADD            0.229       [1,400,64]           values=[-0.048,-1.095,-0.645,0.6816,0.2646,...]
RESHAPE        0.003       [1,20,20,64]         values=[-0.048,-1.095,-0.645,0.6816,0.2646,...]
TRANSPOSE      0.202       [1,64,20,20]         values=[-0.048,-0.182,-0.006,0.2976,0.3891,...]
RESHAPE        0.117       [1,144,1600]         values=[5.9023,3.1347,2.1738,0.7851,0.1328,...]
SIGMOID        0.060       [1,64,20,20]         values=[0.4880,0.4545,0.4982,0.5737,0.5961,...]
MULTIPLY       0.021       [1,64,20,20]         values=[-0.023,-0.082,-0.003,0.1707,0.2320,...]
ADD            0.029       [1,64,20,20]         values=[0.0121,0.0643,0.1149,0.2822,0.3273,...]
IM2COL         0.561       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,0.0121,...]
RESHAPE        0.016       [64,576]             values=[0.0168,0.0689,-0.018,-0.037,-0.002,...]
MATMUL_ND      0.789       [1,400,64]           values=[0.1180,-0.134,-1.173,-0.149,0.4418,...]
ADD            0.228       [1,400,64]           values=[-0.512,-1.240,-1.120,0.0222,-0.301,...]
RESHAPE        0.012       [1,20,20,64]         values=[-0.512,-1.240,-1.120,0.0222,-0.301,...]
TRANSPOSE      0.205       [1,64,20,20]         values=[-0.512,-0.673,-0.528,-0.316,-0.274,...]
SIGMOID        0.055       [1,64,20,20]         values=[0.3745,0.3376,0.3708,0.4216,0.4316,...]
MULTIPLY       0.020       [1,64,20,20]         values=[-0.192,-0.227,-0.196,-0.133,-0.118,...]
IM2COL         0.561       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.192,...]
RESHAPE        0.019       [64,576]             values=[-0.087,-0.166,0.0548,-0.048,-0.074,...]
MATMUL_ND      0.788       [1,400,64]           values=[0.1594,-0.517,-0.500,0.0493,0.3493,...]
ADD            0.228       [1,400,64]           values=[-0.174,-0.106,-0.063,-0.870,0.0561,...]
RESHAPE        0.003       [1,20,20,64]         values=[-0.174,-0.106,-0.063,-0.870,0.0561,...]
TRANSPOSE      0.199       [1,64,20,20]         values=[-0.174,-0.145,-0.154,-0.481,-0.171,...]
SIGMOID        0.053       [1,64,20,20]         values=[0.4565,0.4638,0.4614,0.3818,0.4572,...]
MULTIPLY       0.024       [1,64,20,20]         values=[-0.079,-0.067,-0.071,-0.183,-0.078,...]
ADD            0.022       [1,64,20,20]         values=[-0.067,-0.002,0.0437,0.0983,0.2490,...]
CONCAT         0.024       [1,128,20,20]        values=[-0.067,-0.002,0.0437,0.0983,0.2490,...] weights=[-0.250,-0.257,-0.254,-0.241,-0.266,...]
IM2COL         0.296       [1,400,128]          values=[-0.067,-0.578,-0.490,0.3420,-0.098,...]
RESHAPE        0.008       [128,128]            values=[0.0506,-0.104,-0.009,0.0411,0.0937,...]
MATMUL_ND      0.475       [1,400,128]          values=[-0.528,0.2863,0.5585,0.5976,1.1953,...]
ADD            0.453       [1,400,128]          values=[0.3129,1.3457,0.0917,0.4758,0.0742,...]
RESHAPE        0.011       [1,20,20,128]        values=[0.3129,1.3457,0.0917,0.4758,0.0742,...]
TRANSPOSE      0.381       [1,128,20,20]        values=[0.3129,0.6123,0.2866,0.0766,0.5634,...]
SIGMOID        0.093       [1,128,20,20]        values=[0.5776,0.6484,0.5712,0.5190,0.6372,...]
MULTIPLY       0.037       [1,128,20,20]        values=[0.1807,0.3969,0.1636,0.0397,0.3591,...]
CONCAT         0.058       [1,256,20,20]        values=[0.2053,-0.078,-0.143,-0.114,-0.128,...] weights=[0.1429,0.2215,-0.047,-0.189,-0.124,...]
CONCAT         0.068       [1,384,20,20]        values=[0.2053,-0.078,-0.143,-0.114,-0.128,...] weights=[0.1807,0.3969,0.1636,0.0397,0.3591,...]
IM2COL         0.907       [1,400,384]          values=[0.2053,0.1602,-0.197,0.1088,-0.274,...]
RESHAPE        0.059       [256,384]            values=[-0.043,0.0758,-0.021,0.0220,0.0933,...]
MATMUL_ND      2.156       [1,400,256]          values=[-1.226,-0.511,0.0012,0.5502,-0.076,...]
ADD            0.915       [1,400,256]          values=[-1.651,-0.765,-0.905,-0.405,-0.752,...]
RESHAPE        0.028       [1,20,20,256]        values=[-1.651,-0.765,-0.905,-0.405,-0.752,...]
TRANSPOSE      0.760       [1,256,20,20]        values=[-1.651,-0.787,-0.246,-0.548,-0.833,...]
SIGMOID        0.172       [1,256,20,20]        values=[0.1608,0.3127,0.4387,0.3662,0.3029,...]
MULTIPLY       0.073       [1,256,20,20]        values=[-0.265,-0.246,-0.108,-0.200,-0.252,...]
IM2COL         2.222       [1,400,2304]         values=[0.0000,0.0000,0.0000,0.0000,-0.265,...]
RESHAPE        0.080       [64,2304]            values=[0.0106,0.0105,0.0821,0.0040,0.0377,...]
MATMUL_ND      2.890       [1,400,64]           values=[-0.388,0.1146,-0.611,-0.854,0.1993,...]
ADD            0.232       [1,400,64]           values=[-0.514,0.2028,-0.699,-1.227,0.2015,...]
RESHAPE        0.004       [1,20,20,64]         values=[-0.514,0.2028,-0.699,-1.227,0.2015,...]
TRANSPOSE      0.207       [1,64,20,20]         values=[-0.514,-1.217,-1.014,-1.295,-1.570,...]
CONV2D         1.910       [1,256,20,20]        values=[-0.179,-0.021,-0.094,-0.239,-0.113,...]
SIGMOID        0.054       [1,64,20,20]         values=[0.3742,0.2282,0.2661,0.2148,0.1721,...]
SIGMOID        0.116       [1,256,20,20]        values=[0.4553,0.4946,0.4763,0.4404,0.4716,...]
MULTIPLY       0.023       [1,64,20,20]         values=[-0.192,-0.278,-0.270,-0.278,-0.270,...]
MULTIPLY       0.068       [1,256,20,20]        values=[-0.081,-0.010,-0.044,-0.105,-0.053,...]
IM2COL         0.563       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.192,...]
RESHAPE        0.017       [64,576]             values=[0.0163,0.0662,0.0262,0.0196,0.0435,...]
MATMUL_ND      0.775       [1,400,64]           values=[-1.371,2.4843,-0.492,-0.844,0.5800,...]
ADD            0.229       [1,400,64]           values=[1.4082,1.8710,0.0158,0.8129,0.6948,...]
RESHAPE        0.005       [1,20,20,64]         values=[1.4082,1.8710,0.0158,0.8129,0.6948,...]
TRANSPOSE      0.074       [1,64,20,20]         values=[1.4082,5.1406,4.5546,-0.410,1.5029,...]
IM2COL         0.585       [1,400,256]          values=[-0.081,-0.133,0.8994,0.7856,0.3151,...]
RESHAPE        0.011       [80,256]             values=[0.0399,-0.033,-0.003,-0.007,-0.055,...]
MATMUL_ND      0.475       [1,400,80]           values=[0.3244,0.4604,0.9150,-0.816,0.0546,...]
ADD            0.291       [1,400,80]           values=[-0.370,-2.333,1.6845,-1.101,0.6186,...]
RESHAPE        0.010       [1,20,20,80]         values=[-0.370,-2.333,1.6845,-1.101,0.6186,...]
TRANSPOSE      0.171       [1,80,20,20]         values=[-0.370,-0.345,-0.066,0.1308,-0.243,...]
SIGMOID        0.049       [1,64,20,20]         values=[0.8037,0.9941,0.9897,0.3989,0.8178,...]
SIGMOID        0.049       [1,80,20,20]         values=[0.4084,0.4145,0.4833,0.5327,0.4394,...]
MULTIPLY       0.018       [1,64,20,20]         values=[1.1318,5.1093,4.5078,-0.163,1.2294,...]
MULTIPLY       0.020       [1,80,20,20]         values=[-0.151,-0.143,-0.032,0.0697,-0.106,...]
IM2COL         0.123       [1,400,64]           values=[1.1318,1.6220,0.0079,0.5634,0.4633,...]
RESHAPE        0.002       [64,64]              values=[0.0002,0.0122,0.0078,-0.109,0.0111,...]
MATMUL_ND      0.171       [1,400,64]           values=[2.3437,2.1875,0.3046,-0.604,-0.388,...]
ADD            0.228       [1,400,64]           values=[5.1796,4.9531,2.7910,1.7128,1.4550,...]
RESHAPE        0.008       [1,20,20,64]         values=[5.1796,4.9531,2.7910,1.7128,1.4550,...]
TRANSPOSE      0.141       [1,64,20,20]         values=[5.1796,3.2695,2.3554,1.0195,0.1210,...]
CONV2D         0.521       [1,80,20,20]         values=[0.8295,0.7998,0.6645,0.5336,0.7758,...]
SIGMOID        0.055       [1,80,20,20]         values=[0.6962,0.6899,0.6601,0.6303,0.6845,...]
MULTIPLY       0.022       [1,80,20,20]         values=[0.5776,0.5517,0.4387,0.3364,0.5312,...]
IM2COL         0.152       [1,400,80]           values=[0.5776,-0.271,1.5742,-0.277,1.4902,...]
RESHAPE        0.003       [80,80]              values=[-0.610,-0.647,-0.364,-0.391,-1.367,...]
MATMUL_ND      0.232       [1,400,80]           values=[-8.179,4.6367,-25.43,8.7343,-1.021,...]
ADD            0.284       [1,400,80]           values=[-0.742,4.1601,0.2031,7.4101,5.3281,...]
RESHAPE        0.013       [1,20,20,80]         values=[-0.742,4.1601,0.2031,7.4101,5.3281,...]
TRANSPOSE      0.179       [1,80,20,20]         values=[-0.742,-1.125,-1.351,-1.257,-1.265,...]
SIGMOID        0.056       [1,80,20,20]         values=[0.3225,0.2451,0.2055,0.2213,0.2199,...]
MULTIPLY       0.026       [1,80,20,20]         values=[-0.239,-0.275,-0.277,-0.278,-0.278,...]
IM2COL         0.152       [1,400,80]           values=[-0.239,4.0976,0.1118,7.4062,5.3007,...]
RESHAPE        0.003       [80,80]              values=[0.0225,-0.194,0.0309,-0.279,-0.151,...]
MATMUL_ND      0.232       [1,400,80]           values=[-6.437,-4.136,-4.597,-4.421,-4.347,...]
ADD            0.284       [1,400,80]           values=[-11.82,-13.25,-12.79,-13.10,-13.31,...]
RESHAPE        0.006       [1,20,20,80]         values=[-11.82,-13.25,-12.79,-13.10,-13.31,...]
TRANSPOSE      0.179       [1,80,20,20]         values=[-11.82,-11.35,-11.06,-10.89,-11.21,...]
CONCAT         0.032       [1,144,20,20]        values=[5.1796,3.2695,2.3554,1.0195,0.1210,...] weights=[-11.82,-11.35,-11.06,-10.89,-11.21,...]
RESHAPE        0.031       [1,144,400]          values=[5.1796,3.2695,2.3554,1.0195,0.1210,...]
CONCAT         0.619       [1,144,8000]         values=[6.3750,4.0273,2.7265,1.8476,1.5351,...] weights=[5.9023,3.1347,2.1738,0.7851,0.1328,...]
CONCAT         0.535       [1,144,8400]         values=[6.3750,4.0273,2.7265,1.8476,1.5351,...] weights=[5.1796,3.2695,2.3554,1.0195,0.1210,...]
SLICE          0.199       [1,64,8400]          values=[6.3750,4.0273,2.7265,1.8476,1.5351,...]
SLICE          0.241       [1,80,8400]          values=[-12.43,-13.56,-13.37,-13.20,-12.71,...]
RESHAPE        0.194       [1,4,16,8400]        values=[6.3750,4.0273,2.7265,1.8476,1.5351,...]
SIGMOID        0.725       [1,80,8400]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
TRANSPOSE      2.552       [1,16,4,8400]        values=[6.3750,4.0273,2.7265,1.8476,1.5351,...]
TRANSPOSE      1.327       [1,4,8400,16]        values=[6.3750,6.3828,3.1015,1.4101,1.5859,...]
SOFTMAX        1.585       [1,4,8400,16]        values=[0.4809,0.4848,0.0182,0.0033,0.0040,...]
TRANSPOSE      1.341       [1,16,4,8400]        values=[0.4809,0.0515,0.0497,0.0410,0.0538,...]
IM2COL         0.942       [1,33600,16]         values=[0.4809,0.4848,0.0182,0.0033,0.0040,...]
RESHAPE        0.001       [1,16]               values=[0.0000,1.0000,2.0000,3.0000,4.0000,...]
MATMUL_ND      0.192       [1,33600,1]          values=[0.6166,1.4697,2.4785,3.4531,4.5468,...]
RESHAPE        0.013       [1,4,8400,1]         values=[0.6166,1.4697,2.4785,3.4531,4.5468,...]
TRANSPOSE      0.133       [1,1,4,8400]         values=[0.6166,1.4697,2.4785,3.4531,4.5468,...]
RESHAPE        0.012       [1,4,8400]           values=[0.6166,1.4697,2.4785,3.4531,4.5468,...]
SLICE          0.005       [1,2,8400]           values=[0.6166,1.4697,2.4785,3.4531,4.5468,...]
SLICE          0.008       [1,2,8400]           values=[0.8940,2.6796,4.2578,6.8671,9.8437,...]
SUBTRACT       0.027       [1,2,8400]           values=[-0.116,0.0302,0.0214,0.0468,-0.046,...]
ADD            0.028       [1,2,8400]           values=[1.3945,4.1796,6.7578,10.367,14.343,...]
ADD            0.017       [1,2,8400]           values=[1.2773,4.2109,6.7812,10.414,14.296,...]
SUBTRACT       0.017       [1,2,8400]           values=[1.5117,4.1484,6.7343,10.320,14.390,...]
DIVIDE         0.142       [1,2,8400]           values=[0.6386,2.1054,3.3906,5.2070,7.1484,...]
CONCAT         0.014       [1,4,8400]           values=[0.6386,2.1054,3.3906,5.2070,7.1484,...] weights=[1.5117,4.1484,6.7343,10.320,14.390,...]
MULTIPLY       0.283       [1,4,8400]           values=[5.1093,16.843,27.125,41.656,57.187,...]
CONCAT         0.288       [1,84,8400]          values=[5.1093,16.843,27.125,41.656,57.187,...] weights=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
------------------------------------------------------------
Total execution time: 644.926 ms
================================
