=== Graph Execution Profile ===
Operation      Time (ms)   Output Shape        Backend
TRANSPOSE      0.287       [1,64,40,40]         values=[-5984.,-9600.,-10096,-10000,-10232,...]
IM2COL         1.007       [1,1600,128]         values=[-nan,-nan,0.0282,-nan,-nan,...]
RESHAPE        0.002       [80,128]             values=[2,-8,2,1,3,...]
MATMUL_ND      0.477       [1,1600,80]          values=[nan,nan,nan,nan,nan,...]
ADD            1.146       [1,1600,80]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.038       [1,40,40,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.344       [1,80,40,40]         values=[-65504,-65504,-65504,-65504,-65504,...]
IM2COL         0.966       [1,400,384]          values=[-0.000,-0.000,-0.000,378.50,38.000,...]
RESHAPE        0.028       [256,384]            values=[1,-2,3,-13,6,...]
MATMUL_ND      0.703       [1,400,256]          values=[175.50,-138.5,51.062,461.00,-813.0,...]
ADD            0.907       [1,400,256]          values=[48.812,-144.5,51.062,-1290.,-908.0,...]
RESHAPE        0.040       [1,20,20,256]        values=[48.812,-144.5,51.062,-1290.,-908.0,...]
TRANSPOSE      0.506       [1,256,20,20]        values=[48.812,-192.5,-273.5,-287.5,-280.0,...]
SIGMOID        0.123       [1,64,40,40]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.146       [1,80,40,40]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.117       [1,256,20,20]        values=[1.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.083       [1,64,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.103       [1,80,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.081       [1,256,20,20]        values=[48.812,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.516       [1,1600,64]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.001       [64,64]              values=[4,-108,-45,1,3,...]
MATMUL_ND      0.427       [1,1600,64]          values=[33216.,33504.,-2460.,-10688,-9608.,...]
ADD            0.927       [1,1600,64]          values=[44384.,35392.,-2448.,-10688,-9608.,...]
RESHAPE        0.031       [1,40,40,64]         values=[44384.,35392.,-2448.,-10688,-9608.,...]
TRANSPOSE      0.503       [1,64,40,40]         values=[44384.,51008.,49120.,49152.,49280.,...]
CONV2D         2.080       [1,80,40,40]         values=[-nan,-nan,-nan,-nan,-nan,...]
SLICE          0.030       [1,128,20,20]        values=[48.812,-0.000,-0.000,-0.000,-0.000,...]
SLICE          0.026       [1,128,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
SIGMOID        0.148       [1,80,40,40]         values=[nan,nan,nan,nan,nan,...]
IM2COL         0.299       [1,400,128]          values=[-0.000,-0.000,76.625,-0.000,-0.000,...]
RESHAPE        0.002       [64,128]             values=[-8,-8,0,17,13,...]
MATMUL_ND      0.260       [1,400,64]           values=[242.37,-217.3,392.00,47.625,-811.5,...]
ADD            0.230       [1,400,64]           values=[51.750,-217.3,392.00,39.718,-2102.,...]
RESHAPE        0.009       [1,20,20,64]         values=[51.750,-217.3,392.00,39.718,-2102.,...]
TRANSPOSE      0.146       [1,64,20,20]         values=[51.750,-205.1,-251.0,-249.8,-237.8,...]
IM2COL         0.261       [1,400,128]          values=[-0.000,-0.000,76.625,-0.000,-0.000,...]
RESHAPE        0.001       [64,128]             values=[10,2,-9,27,-5,...]
MATMUL_ND      0.236       [1,400,64]           values=[-766.5,-741.0,245.12,323.00,131.62,...]
ADD            0.229       [1,400,64]           values=[-805.0,-20912,245.12,-65504,-3812.,...]
RESHAPE        0.003       [1,20,20,64]         values=[-805.0,-20912,245.12,-65504,-3812.,...]
TRANSPOSE      0.133       [1,64,20,20]         values=[-805.0,340.75,411.25,444.25,421.00,...]
MULTIPLY       0.095       [1,80,40,40]         values=[-nan,-nan,-nan,-nan,-nan,...]
SIGMOID        0.038       [1,64,20,20]         values=[1.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.037       [1,64,20,20]         values=[0.0000,1.0000,1.0000,1.0000,1.0000,...]
IM2COL         0.638       [1,1600,80]          values=[-nan,0.0004,0.1413,0.9912,0.0075,...]
RESHAPE        0.002       [80,80]              values=[-6,3,-8,-9,5,...]
MATMUL_ND      0.550       [1,1600,80]          values=[nan,nan,nan,nan,nan,...]
ADD            1.145       [1,1600,80]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.065       [1,40,40,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.652       [1,80,40,40]         values=[-65504,-65504,-65504,-65504,-65504,...]
MULTIPLY       0.028       [1,64,20,20]         values=[51.750,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.025       [1,64,20,20]         values=[-0.000,340.75,411.25,444.25,421.00,...]
SIGMOID        0.145       [1,80,40,40]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
IM2COL         0.600       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,51.750,...]
RESHAPE        0.008       [64,576]             values=[16,-5,-1,46,17,...]
MATMUL_ND      0.580       [1,400,64]           values=[434.75,-440.5,-230.8,-334.7,-431.5,...]
ADD            0.230       [1,400,64]           values=[432.75,-440.5,-230.8,-10648,-1280.,...]
RESHAPE        0.010       [1,20,20,64]         values=[432.75,-440.5,-230.8,-10648,-1280.,...]
TRANSPOSE      0.137       [1,64,20,20]         values=[432.75,124.93,535.50,570.00,558.00,...]
MULTIPLY       0.114       [1,80,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
SIGMOID        0.039       [1,64,20,20]         values=[1.0000,1.0000,1.0000,1.0000,1.0000,...]
IM2COL         0.635       [1,1600,80]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.002       [80,80]              values=[7,9,3,10,-2,...]
MATMUL_ND      0.585       [1,1600,80]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
ADD            1.180       [1,1600,80]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.057       [1,40,40,80]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
TRANSPOSE      0.638       [1,80,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.030       [1,64,20,20]         values=[432.75,124.93,535.50,570.00,558.00,...]
CONCAT         0.119       [1,144,40,40]        values=[44384.,51008.,49120.,49152.,49280.,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.566       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,432.75,...]
RESHAPE        0.006       [64,576]             values=[-4,1,3,5,3,...]
MATMUL_ND      0.577       [1,400,64]           values=[25.640,108.81,-695.5,-89.50,-669.5,...]
ADD            0.230       [1,400,64]           values=[25.640,109.12,-696.0,-89.56,-672.0,...]
RESHAPE        0.010       [1,20,20,64]         values=[25.640,109.12,-696.0,-89.56,-672.0,...]
TRANSPOSE      0.142       [1,64,20,20]         values=[25.640,103.25,-31.89,12.328,32.468,...]
RESHAPE        0.102       [1,144,1600]         values=[44384.,51008.,49120.,49152.,49280.,...]
SIGMOID        0.042       [1,64,20,20]         values=[1.0000,1.0000,0.0000,1.0000,1.0000,...]
MULTIPLY       0.013       [1,64,20,20]         values=[25.640,103.25,-0.000,12.328,32.468,...]
ADD            0.021       [1,64,20,20]         values=[77.375,103.25,-0.000,12.328,32.468,...]
IM2COL         0.586       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,77.375,...]
RESHAPE        0.012       [64,576]             values=[2,9,-3,-5,0,...]
MATMUL_ND      0.606       [1,400,64]           values=[6208.0,998.00,-13656,-40.96,3106.0,...]
ADD            0.230       [1,400,64]           values=[6204.0,998.00,-13664,-62432,2588.0,...]
RESHAPE        0.007       [1,20,20,64]         values=[6204.0,998.00,-13664,-62432,2588.0,...]
TRANSPOSE      0.138       [1,64,20,20]         values=[6204.0,10912.,11272.,11304.,11240.,...]
SIGMOID        0.048       [1,64,20,20]         values=[1.0000,1.0000,1.0000,1.0000,1.0000,...]
MULTIPLY       0.014       [1,64,20,20]         values=[6204.0,10912.,11272.,11304.,11240.,...]
IM2COL         0.585       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,6204.0,...]
RESHAPE        0.010       [64,576]             values=[-7,-12,4,-4,-6,...]
MATMUL_ND      0.547       [1,400,64]           values=[825.50,-8544.,-1193.,-10808,-12232,...]
ADD            0.229       [1,400,64]           values=[825.50,-8560.,-1193.,-10808,-13152,...]
RESHAPE        0.008       [1,20,20,64]         values=[825.50,-8560.,-1193.,-10808,-13152,...]
TRANSPOSE      0.136       [1,64,20,20]         values=[825.50,5576.0,10680.,10352.,10712.,...]
SIGMOID        0.047       [1,64,20,20]         values=[1.0000,1.0000,1.0000,1.0000,1.0000,...]
MULTIPLY       0.016       [1,64,20,20]         values=[825.50,5576.0,10680.,10352.,10712.,...]
ADD            0.024       [1,64,20,20]         values=[903.00,5680.0,10680.,10368.,10744.,...]
CONCAT         0.022       [1,128,20,20]        values=[903.00,5680.0,10680.,10368.,10744.,...] weights=[-0.000,340.75,411.25,444.25,421.00,...]
IM2COL         0.297       [1,400,128]          values=[903.00,109.12,392.00,39.718,-0.000,...]
RESHAPE        0.005       [128,128]            values=[5,-11,-1,4,10,...]
MATMUL_ND      0.344       [1,400,128]          values=[nan,nan,nan,nan,nan,...]
ADD            0.454       [1,400,128]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.022       [1,20,20,128]        values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.231       [1,128,20,20]        values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.060       [1,128,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.036       [1,128,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.056       [1,256,20,20]        values=[48.812,-0.000,-0.000,-0.000,-0.000,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.061       [1,384,20,20]        values=[48.812,-0.000,-0.000,-0.000,-0.000,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.975       [1,400,384]          values=[48.812,-0.000,51.062,-0.000,-0.000,...]
RESHAPE        0.026       [256,384]            values=[-2,4,-1,1,5,...]
MATMUL_ND      0.562       [1,400,256]          values=[-211.0,118.43,-187.7,-150.0,-291.5,...]
ADD            0.906       [1,400,256]          values=[-5196.,118.12,-187.7,-57664,-458.0,...]
RESHAPE        0.042       [1,20,20,256]        values=[-5196.,118.12,-187.7,-57664,-458.0,...]
TRANSPOSE      0.289       [1,256,20,20]        values=[-5196.,-5284.,-5252.,-5252.,-5244.,...]
SIGMOID        0.097       [1,256,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.071       [1,256,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         2.271       [1,400,2304]         values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.050       [64,2304]            values=[1,1,8,0,4,...]
MATMUL_ND      2.256       [1,400,64]           values=[-58.50,-213.3,4.9843,-195.0,105.75,...]
ADD            0.231       [1,400,64]           values=[-58.50,-1743.,4.9843,-195.0,162.50,...]
RESHAPE        0.007       [1,20,20,64]         values=[-58.50,-1743.,4.9843,-195.0,162.50,...]
TRANSPOSE      0.113       [1,64,20,20]         values=[-58.50,-188.2,-91.62,-114.2,-116.8,...]
CONV2D         0.849       [1,256,20,20]        values=[-6136.,-nan,-nan,-nan,-nan,...]
SIGMOID        0.051       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.085       [1,256,20,20]        values=[0.0000,nan,nan,nan,nan,...]
MULTIPLY       0.021       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.072       [1,256,20,20]        values=[-0.000,-nan,-nan,-nan,-nan,...]
IM2COL         0.579       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.008       [64,576]             values=[1,3,1,1,2,...]
MATMUL_ND      0.543       [1,400,64]           values=[126.25,-76.06,-337.2,-93.68,-328.7,...]
ADD            0.231       [1,400,64]           values=[-1025.,-59.68,-336.2,-93.68,-300.5,...]
RESHAPE        0.008       [1,20,20,64]         values=[-1025.,-59.68,-336.2,-93.68,-300.5,...]
TRANSPOSE      0.159       [1,64,20,20]         values=[-1025.,-1312.,-1398.,-1393.,-1388.,...]
IM2COL         0.607       [1,400,256]          values=[-0.000,692.00,-nan,0.0007,0.0000,...]
RESHAPE        0.005       [80,256]             values=[3,-3,0,-1,-5,...]
MATMUL_ND      0.414       [1,400,80]           values=[nan,nan,nan,nan,nan,...]
ADD            0.287       [1,400,80]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.011       [1,20,20,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.174       [1,80,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.054       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.052       [1,80,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.025       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.019       [1,80,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.126       [1,400,64]           values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.001       [64,64]              values=[0,5,3,-41,4,...]
MATMUL_ND      0.194       [1,400,64]           values=[-113.3,-57.90,-93.56,-178.3,-239.7,...]
ADD            0.230       [1,400,64]           values=[-65504,2212.0,-90.37,-178.3,-239.7,...]
RESHAPE        0.008       [1,20,20,64]         values=[-65504,2212.0,-90.37,-178.3,-239.7,...]
TRANSPOSE      0.141       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
CONV2D         0.730       [1,80,20,20]         values=[-nan,-nan,-nan,-nan,-nan,...]
SIGMOID        0.047       [1,80,20,20]         values=[nan,nan,nan,nan,nan,...]
MULTIPLY       0.013       [1,80,20,20]         values=[-nan,-nan,-nan,-nan,-nan,...]
IM2COL         0.156       [1,400,80]           values=[-nan,-nan,-nan,0.3161,0.0884,...]
RESHAPE        0.001       [80,80]              values=[-14,-15,-8,-9,-32,...]
MATMUL_ND      0.229       [1,400,80]           values=[nan,nan,nan,nan,nan,...]
ADD            0.286       [1,400,80]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.011       [1,20,20,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.183       [1,80,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.075       [1,80,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.024       [1,80,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.156       [1,400,80]           values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.001       [80,80]              values=[10,-89,14,-127,-69,...]
MATMUL_ND      0.182       [1,400,80]           values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
ADD            0.295       [1,400,80]           values=[-0.000,-0.000,-0.000,-0.001,-0.000,...]
RESHAPE        0.010       [1,20,20,80]         values=[-0.000,-0.000,-0.000,-0.001,-0.000,...]
TRANSPOSE      0.122       [1,80,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.023       [1,144,20,20]        values=[-65504,-65504,-65504,-65504,-65504,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.023       [1,144,400]          values=[-65504,-65504,-65504,-65504,-65504,...]
CONCAT         0.500       [1,144,8000]         values=[30384.,29744.,28928.,28800.,28928.,...] weights=[44384.,51008.,49120.,49152.,49280.,...]
CONCAT         0.672       [1,144,8400]         values=[30384.,29744.,28928.,28800.,28928.,...] weights=[-65504,-65504,-65504,-65504,-65504,...]
SLICE          0.218       [1,64,8400]          values=[30384.,29744.,28928.,28800.,28928.,...]
SLICE          0.230       [1,80,8400]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.185       [1,4,16,8400]        values=[30384.,29744.,28928.,28800.,28928.,...]
SIGMOID        0.448       [1,80,8400]          values=[0.5000,0.5000,0.5000,0.5000,0.5000,...]
TRANSPOSE      1.481       [1,16,4,8400]        values=[30384.,29744.,28928.,28800.,28928.,...]
TRANSPOSE      1.312       [1,4,8400,16]        values=[30384.,266.75,199.12,181.50,136.37,...]
SOFTMAX        1.972       [1,4,8400,16]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
TRANSPOSE      1.355       [1,16,4,8400]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
IM2COL         0.960       [1,33600,16]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
RESHAPE        0.001       [1,16]               values=[0,8,17,25,34,...]
MATMUL_ND      0.579       [1,33600,1]          values=[8.0312,8.0312,8.0312,8.0312,8.0312,...]
RESHAPE        0.018       [1,4,8400,1]         values=[8.0312,8.0312,8.0312,8.0312,8.0312,...]
TRANSPOSE      0.149       [1,1,4,8400]         values=[8.0312,8.0312,8.0312,8.0312,8.0312,...]
RESHAPE        0.009       [1,4,8400]           values=[8.0312,8.0312,8.0312,8.0312,8.0312,...]
SLICE          0.004       [1,2,8400]           values=[8.0312,8.0312,8.0312,8.0312,8.0312,...]
SLICE          0.005       [1,2,8400]           values=[6.0234,6.9687,6.9687,6.9687,6.9687,...]
SUBTRACT       0.015       [1,2,8400]           values=[-3,-70,0,-66,3,...]
ADD            0.014       [1,2,8400]           values=[7,72,-4,76,-1,...]
ADD            0.018       [1,2,8400]           values=[4,2,-4,10,2,...]
SUBTRACT       0.015       [1,2,8400]           values=[10,127,-4,127,-4,...]
DIVIDE         0.148       [1,2,8400]           values=[0,0,0,0,0,...]
CONCAT         0.003       [1,4,8400]           values=[0,0,0,0,0,...] weights=[10,127,-4,127,-4,...]
MULTIPLY       0.273       [1,4,8400]           values=[0,0,0,0,0,...]
CONCAT         0.151       [1,84,8400]          values=[0,0,0,0,0,...] weights=[0.5000,0.5000,0.5000,0.5000,0.5000,...]
------------------------------------------------------------
Total execution time: 1484.736 ms
================================
