=== Graph Execution Profile ===
Operation      Time (ms)   Output Shape        Backend
ADD            0.914       [1,1600,64]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.036       [1,40,40,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.283       [1,64,40,40]         values=[-65504,-65504,-65504,-65504,-65504,...]
IM2COL         1.008       [1,1600,128]         values=[144.25,1.7089,0.2347,1.7060,-0.003,...]
RESHAPE        0.014       [80,128]             values=[0.0244,-0.112,0.0260,0.0223,0.0387,...]
MATMUL_ND      1.190       [1,1600,80]          values=[-nan,nan,nan,nan,nan,...]
ADD            1.147       [1,1600,80]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.070       [1,40,40,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.370       [1,80,40,40]         values=[-65504,-65504,-65504,-65504,-65504,...]
IM2COL         0.925       [1,400,384]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.100       [256,384]            values=[0.0167,-0.033,0.0403,-0.190,0.0780,...]
MATMUL_ND      2.091       [1,400,256]          values=[-inf,inf,-nan,nan,-nan,...]
ADD            0.901       [1,400,256]          values=[-65504,65504.,-65504,-65504,-65504,...]
RESHAPE        0.045       [1,20,20,256]        values=[-65504,65504.,-65504,-65504,-65504,...]
TRANSPOSE      0.287       [1,256,20,20]        values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.101       [1,64,40,40]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.121       [1,80,40,40]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.102       [1,256,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.085       [1,64,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.113       [1,80,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.095       [1,256,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.515       [1,1600,64]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.005       [64,64]              values=[0.0101,-0.275,-0.114,0.0018,0.0068,...]
MATMUL_ND      0.684       [1,1600,64]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
ADD            0.923       [1,1600,64]          values=[512.00,2.0644,512.00,2.0585,512.00,...]
RESHAPE        0.045       [1,40,40,64]         values=[512.00,2.0644,512.00,2.0585,512.00,...]
TRANSPOSE      0.515       [1,64,40,40]         values=[512.00,512.00,512.00,512.00,512.00,...]
CONV2D         1.058       [1,80,40,40]         values=[nan,nan,nan,nan,nan,...]
SLICE          0.030       [1,128,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
SLICE          0.023       [1,128,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
SIGMOID        0.105       [1,80,40,40]         values=[-nan,-nan,-nan,-nan,-nan,...]
IM2COL         0.298       [1,400,128]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.009       [64,128]             values=[-0.032,-0.032,-0.001,0.0655,0.0487,...]
MATMUL_ND      0.240       [1,400,64]           values=[nan,-nan,nan,nan,-nan,...]
ADD            0.228       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.011       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.105       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
IM2COL         0.247       [1,400,128]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.009       [64,128]             values=[0.1185,0.0259,-0.107,0.3107,-0.060,...]
MATMUL_ND      0.239       [1,400,64]           values=[nan,-nan,-nan,nan,-nan,...]
ADD            0.237       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.009       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.106       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
MULTIPLY       0.096       [1,80,40,40]         values=[nan,nan,nan,nan,nan,...]
SIGMOID        0.027       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.021       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
IM2COL         0.636       [1,1600,80]          values=[nan,1.6982,-0.000,1.6933,1.3574,...]
RESHAPE        0.007       [80,80]              values=[-0.611,0.2828,-0.724,-0.889,0.4568,...]
MATMUL_ND      0.931       [1,1600,80]          values=[-nan,-nan,-nan,-nan,-nan,...]
ADD            1.136       [1,1600,80]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.074       [1,40,40,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.355       [1,80,40,40]         values=[-65504,-65504,-65504,-65504,-65504,...]
MULTIPLY       0.021       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.034       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
SIGMOID        0.149       [1,80,40,40]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
IM2COL         0.579       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.037       [64,576]             values=[0.3061,-0.103,-0.009,0.8785,0.3280,...]
MATMUL_ND      0.772       [1,400,64]           values=[nan,-nan,-nan,-nan,nan,...]
ADD            0.230       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.009       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.143       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
MULTIPLY       0.107       [1,80,40,40]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
SIGMOID        0.056       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
IM2COL         0.634       [1,1600,80]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.006       [80,80]              values=[0.0125,0.0158,0.0047,0.0181,-0.004,...]
MATMUL_ND      0.928       [1,1600,80]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
ADD            1.144       [1,1600,80]          values=[512.00,-2.394,2.0000,-2.580,-512.0,...]
RESHAPE        0.064       [1,40,40,80]         values=[512.00,-2.394,2.0000,-2.580,-512.0,...]
TRANSPOSE      0.658       [1,80,40,40]         values=[512.00,512.00,512.00,512.00,512.00,...]
MULTIPLY       0.026       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.094       [1,144,40,40]        values=[512.00,512.00,512.00,512.00,512.00,...] weights=[512.00,512.00,512.00,512.00,512.00,...]
IM2COL         0.561       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.030       [64,576]             values=[-0.035,0.0052,0.0205,0.0368,0.0235,...]
MATMUL_ND      0.777       [1,400,64]           values=[nan,-nan,nan,-nan,-nan,...]
ADD            0.229       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.010       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.146       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.105       [1,144,1600]         values=[512.00,512.00,512.00,512.00,512.00,...]
SIGMOID        0.054       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.024       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
ADD            0.030       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.579       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.039       [64,576]             values=[0.0168,0.0689,-0.018,-0.037,-0.002,...]
MATMUL_ND      0.739       [1,400,64]           values=[nan,-nan,-nan,nan,nan,...]
ADD            0.229       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.008       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.145       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.048       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.023       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.572       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.043       [64,576]             values=[-0.087,-0.166,0.0548,-0.048,-0.074,...]
MATMUL_ND      0.741       [1,400,64]           values=[-nan,nan,nan,nan,-nan,...]
ADD            0.228       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.007       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.140       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.050       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.023       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
ADD            0.031       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.022       [1,128,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.297       [1,400,128]          values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.020       [128,128]            values=[0.0506,-0.104,-0.009,0.0411,0.0937,...]
MATMUL_ND      0.485       [1,400,128]          values=[nan,nan,nan,-nan,-nan,...]
ADD            0.452       [1,400,128]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.026       [1,20,20,128]        values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.263       [1,128,20,20]        values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.068       [1,128,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.049       [1,128,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.058       [1,256,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
CONCAT         0.066       [1,384,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...] weights=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.912       [1,400,384]          values=[-0.000,65504.,-0.000,-0.000,-0.000,...]
RESHAPE        0.118       [256,384]            values=[-0.043,0.0758,-0.021,0.0220,0.0933,...]
MATMUL_ND      2.100       [1,400,256]          values=[nan,-nan,-nan,nan,nan,...]
ADD            0.901       [1,400,256]          values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.051       [1,20,20,256]        values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.519       [1,256,20,20]        values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.121       [1,256,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.074       [1,256,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         2.245       [1,400,2304]         values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.167       [64,2304]            values=[0.0106,0.0105,0.0821,0.0040,0.0377,...]
MATMUL_ND      2.790       [1,400,64]           values=[-nan,nan,nan,-nan,-nan,...]
ADD            0.231       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.007       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.150       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
CONV2D         1.693       [1,256,20,20]        values=[-12048,-12048,-12048,-12048,-12048,...]
SIGMOID        0.057       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.118       [1,256,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.024       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.063       [1,256,20,20]        values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.574       [1,400,576]          values=[0.0000,0.0000,0.0000,0.0000,-0.000,...]
RESHAPE        0.037       [64,576]             values=[0.0163,0.0662,0.0262,0.0196,0.0435,...]
MATMUL_ND      0.793       [1,400,64]           values=[nan,nan,nan,-nan,nan,...]
ADD            0.229       [1,400,64]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.004       [1,20,20,64]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.145       [1,64,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
IM2COL         0.611       [1,400,256]          values=[-0.000,-0.278,-0.027,-0.266,-0.119,...]
RESHAPE        0.021       [80,256]             values=[0.0399,-0.033,-0.003,-0.007,-0.055,...]
MATMUL_ND      0.477       [1,400,80]           values=[-nan,nan,nan,nan,-nan,...]
ADD            0.284       [1,400,80]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.011       [1,20,20,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.175       [1,80,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.041       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.025       [1,80,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.019       [1,64,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
MULTIPLY       0.017       [1,80,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.131       [1,400,64]           values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.003       [64,64]              values=[0.0002,0.0122,0.0078,-0.109,0.0111,...]
MATMUL_ND      0.171       [1,400,64]           values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
ADD            0.228       [1,400,64]           values=[0.0000,2.1035,-512.0,2.0937,0.0078,...]
RESHAPE        0.005       [1,20,20,64]         values=[0.0000,2.1035,-512.0,2.0937,0.0078,...]
TRANSPOSE      0.108       [1,64,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
CONV2D         0.291       [1,80,20,20]         values=[-4.441,-4.441,-4.441,-4.441,-4.441,...]
SIGMOID        0.043       [1,80,20,20]         values=[0.0116,0.0116,0.0116,0.0116,0.0116,...]
MULTIPLY       0.022       [1,80,20,20]         values=[-0.051,-0.051,-0.051,-0.051,-0.051,...]
IM2COL         0.156       [1,400,80]           values=[-0.051,1.5292,0.0509,-0.256,15456.,...]
RESHAPE        0.006       [80,80]              values=[-0.610,-0.648,-0.364,-0.391,-1.367,...]
MATMUL_ND      0.232       [1,400,80]           values=[nan,nan,nan,-nan,nan,...]
ADD            0.284       [1,400,80]           values=[-65504,-65504,-65504,-65504,-65504,...]
RESHAPE        0.012       [1,20,20,80]         values=[-65504,-65504,-65504,-65504,-65504,...]
TRANSPOSE      0.094       [1,80,20,20]         values=[-65504,-65504,-65504,-65504,-65504,...]
SIGMOID        0.046       [1,80,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
MULTIPLY       0.031       [1,80,20,20]         values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
IM2COL         0.156       [1,400,80]           values=[-0.000,-0.000,-0.000,-0.000,-0.000,...]
RESHAPE        0.005       [80,80]              values=[0.0225,-0.194,0.0309,-0.279,-0.151,...]
MATMUL_ND      0.232       [1,400,80]           values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
ADD            0.285       [1,400,80]           values=[0.0000,-2.335,-2.000,-2.533,0.0078,...]
RESHAPE        0.012       [1,20,20,80]         values=[0.0000,-2.335,-2.000,-2.533,0.0078,...]
TRANSPOSE      0.188       [1,80,20,20]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
CONCAT         0.025       [1,144,20,20]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...] weights=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
RESHAPE        0.026       [1,144,400]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
CONCAT         0.525       [1,144,8000]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...] weights=[512.00,512.00,512.00,512.00,512.00,...]
CONCAT         0.528       [1,144,8400]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...] weights=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SLICE          0.200       [1,64,8400]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SLICE          0.234       [1,80,8400]          values=[2.0000,2.0000,2.0000,2.0000,2.0000,...]
RESHAPE        0.188       [1,4,16,8400]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SIGMOID        0.701       [1,80,8400]          values=[0.8808,0.8808,0.8808,0.8808,0.8808,...]
TRANSPOSE      1.854       [1,16,4,8400]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
TRANSPOSE      1.310       [1,4,8400,16]        values=[0.0000,2.0214,0.0000,2.0332,-2.000,...]
SOFTMAX        1.576       [1,4,8400,16]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
TRANSPOSE      1.336       [1,16,4,8400]        values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
IM2COL         0.921       [1,33600,16]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
RESHAPE        0.001       [1,16]               values=[0.0000,1.0000,2.0000,3.0000,4.0000,...]
MATMUL_ND      0.201       [1,33600,1]          values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
RESHAPE        0.011       [1,4,8400,1]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
TRANSPOSE      0.132       [1,1,4,8400]         values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
RESHAPE        0.012       [1,4,8400]           values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SLICE          0.006       [1,2,8400]           values=[0.0000,0.0000,0.0000,0.0000,0.0000,...]
SLICE          0.007       [1,2,8400]           values=[1.6992,1.6992,1.6992,1.6992,1.6992,...]
SUBTRACT       0.036       [1,2,8400]           values=[0.5000,1.5000,2.5000,3.5000,4.5000,...]
ADD            0.033       [1,2,8400]           values=[0.8989,1.8989,2.8989,3.8989,4.8989,...]
ADD            0.025       [1,2,8400]           values=[1.3989,3.3989,5.3989,7.3989,9.3989,...]
SUBTRACT       0.023       [1,2,8400]           values=[0.3989,0.3989,0.3989,0.3989,0.3989,...]
DIVIDE         0.145       [1,2,8400]           values=[0.6994,1.6994,2.6994,3.6994,4.6994,...]
CONCAT         0.024       [1,4,8400]           values=[0.6994,1.6994,2.6994,3.6994,4.6994,...] weights=[0.3989,0.3989,0.3989,0.3989,0.3989,...]
MULTIPLY       0.282       [1,4,8400]           values=[5.5956,13.595,21.595,29.595,37.595,...]
CONCAT         0.534       [1,84,8400]          values=[5.5956,13.595,21.595,29.595,37.595,...] weights=[0.8808,0.8808,0.8808,0.8808,0.8808,...]
------------------------------------------------------------
Total execution time: 654.272 ms
================================
